Nodules	Area	Mean	Min	Max
131+200_4.xls:2	0.018	102.272	83	117
131+200_4.xls:3	0.019	100.783	88	115
131+200_4.xls:4	0.011	101.247	86	118
131+200_4.xls:5	0.011	91.887	61	115
131+200_4.xls:6	0.017	106.297	93	124
131+200_4.xls:7	0.011	109.734	91	124
131+200_4.xls:8	0.019	98.524	79	122
131+200_4.xls:9	0.015	89.66	69	109
131+200_4.xls:10	0.021	94.152	74	115
131+200_4.xls:11	0.022	90.903	62	120
131+200_4.xls:12	0.019	99.338	78	121
131+200_4.xls:13	0.025	84.032	58	117
131+200_4.xls:14	0.026	86.999	63	121
131+200_4.xls:15	0.035	80.472	54	121
131+200_4.xls:16	0.019	85.449	59	117
131+200_4.xls:17	0.031	83.221	54	107
131+200_4.xls:18	0.023	81.646	54	113
131+200_4.xls:19	0.021	90.245	70	111
131+200_4.xls:20	0.017	94.642	68	120
131+200_4.xls:21	0.006	105.165	98	116
131+200_4.xls:22	0.037	81.095	51	122
131+200_4.xls:23	0.037	73.34	51	103
131+200_4.xls:24	0.011	109.91	98	121
131+200_4.xls:25	0.02	102.186	88	118
131+200_4.xls:26	0.014	106.876	91	121
131+200_4.xls:27	0.015	107.964	98	119
131+200_4.xls:28	0.007	114.88	107	122
131+200_5.xls:1	0.026	45.466	23	110
131+200_5.xls:2	0.043	60.951	31	127
131+200_5.xls:3	0.025	58.949	27	114
131+200_5.xls:4	0.017	65.222	35	119
131+200_5.xls:5	0.027	59.39	32	109
131+200_5.xls:6	0.01	66.963	46	99
131+200_5.xls:7	0.017	58.805	31	101
131+200_5.xls:8	0.019	50.795	31	98
131+200_5.xls:9	0.015	62.91	31	124
131+200_5.xls:10	0.021	67.806	41	129
131+200_5.xls:11	0.01	73.431	53	117
131+200_5.xls:12	0.027	66.545	41	116
131+200_5.xls:13	0.033	65.729	35	113
131+200_5.xls:14	0.011	70.168	55	108
131+200_5.xls:15	0.028	56.119	28	106
131+200_5.xls:16	0.024	61.917	42	114
131+200_5.xls:17	0.035	51.802	28	113
131+200_5.xls:18	0.025	54.361	30	83
131+200_5.xls:19	0.028	52.761	33	112
131+200_5.xls:20	0.036	58.555	37	107
131+200_5.xls:21	0.021	58.195	36	106
131+200_5.xls:22	0.029	68.817	40	110
131+200_5.xls:23	0.052	55.703	32	95
131+200_5.xls:24	0.046	58.617	38	109
131+200_5.xls:25	0.044	74.907	47	128
131+200_5.xls:26	0.044	47.336	26	109
131+200_5.xls:27	0.156	45.114	23	126
131+200_5.xls:28	0.101	49.71	26	104
131+200_5.xls:29	0.038	57.791	29	111
131+200_5.xls:30	0.052	53.919	26	107
131+200_6.xls:1	0.042	119.138	92	146
131+200_6.xls:2	0.013	127.74	113	140
131+200_6.xls:3	0.018	127.771	102	145
131+200_6.xls:4	0.031	98.183	70	136
131+200_6.xls:5	0.013	110.77	89	132
131+200_6.xls:6	0.018	114.872	92	145
131+200_7.xls:1	0.015	98.245	80	139
131+200_7.xls:2	0.012	101.365	88	131
131+200_7.xls:3	0.006	105.962	80	141
131+200_7.xls:4	0.006	112.41	90	141
131+200_7.xls:5	0.004	112.144	99	135
131+200_8.xls:1	0.008	76.989	59	107
131+200_9.xls:1	0.081	79.321	61	112
131+200_9.xls:2	0.045	60.381	32	125
131+200_9.xls:3	0.057	57.749	34	121
131+200_9.xls:4	0.009	82.826	63	111
131+200_9.xls:5	0.064	56.366	32	121
131+200_9.xls:6	0.042	67.357	38	126
131+200_9.xls:7	0.024	77.864	42	179
131+200_9.xls:8	0.026	73.838	43	140
131+200_9.xls:9	0.033	80.53	55	122
131+200_9.xls:10	0.011	86.13	70	111
131+200_9.xls:11	0.014	65.862	30	129
131+200_9.xls:12	0.013	78.462	49	130
131+200_9.xls:13	0.007	83.25	50	127
131+200_9.xls:14	0.021	71.677	51	115
131_1.xls:1	0.041	80.73	48	132
131_1.xls:2	0.032	63.176	31	125
131_1.xls:3	0.032	63.176	31	125
131_1.xls:4	0.098	82.275	49	122
131_1.xls:5	0.022	91.273	55	131
131_1.xls:6	0.036	88.381	51	124
131_1.xls:7	0.018	97.432	73	126
131_1.xls:8	0.04	80.518	46	119
131_1.xls:9	0.028	83.43	54	133
131_1.xls:10	0.044	90.471	57	127
131_1.xls:11	0.031	81.23	51	128
131_1.xls:12	0.054	77.803	46	126
131_1.xls:13	0.044	66.961	43	113
131_1.xls:14	0.062	79.373	43	123
131_1.xls:15	0.044	80.393	50	128
131_1.xls:16	0.04	75.013	50	108
131_1.xls:17	0.027	71.93	35	127
131_1.xls:18	0.021	64.816	35	123
131_1.xls:19	0.026	88.457	57	131
131_1.xls:20	0.022	86.795	62	127
131_1.xls:21	0.013	79.012	50	120
131_1.xls:22	0.014	110.833	66	130
131_1.xls:23	0.01	102.563	81	123
131_1.xls:24	0.011	115.829	95	131
131_1.xls:25	0.024	86.891	56	121
131_1.xls:26	0.013	76.163	42	126
131_1.xls:27	0.019	84.761	67	122
131_1.xls:28	0.009	99.761	69	126
131_1.xls:29	0.016	83.907	58	125
131_1.xls:30	0.029	82.66	47	129
131_1.xls:31	0.016	64.13	30	112
131_1.xls:32	0.016	64.13	30	112
131_1.xls:33	0.017	68.991	42	125
131_1.xls:34	0.021	88.357	59	137
131_1.xls:35	0.014	79.022	56	125
131_1.xls:36	0.025	75.452	48	129
131_10.xls:1	0.031	69.335	45	115
131_10.xls:2	0.014	54.906	38	82
131_10.xls:3	0.006	68.962	50	105
131_10.xls:4	0.014	66.551	46	101
131_10.xls:5	0.025	42.783	24	90
131_10.xls:6	0.045	53.264	24	106
131_10.xls:7	0.025	48.869	31	95
131_10.xls:8	0.021	45.208	18	98
131_10.xls:9	0.033	79.183	49	125
131_10.xls:10	0.022	65.889	27	113
131_10.xls:11	0.015	69.146	42	117
131_10.xls:12	0.012	65.721	47	106
131_10.xls:13	0.017	55.819	33	101
131_10.xls:14	0.028	45.721	22	104
131_10.xls:15	0.019	49.055	27	108
131_10.xls:16	0.026	34.156	17	93
131_10.xls:17	0.03	74.442	52	129
131_10.xls:18	0.044	47.877	25	114
131_10.xls:19	0.005	61.75	28	109
131_10.xls:20	0.015	38.86	19	90
131_10.xls:21	0.016	64.891	40	105
131_10.xls:22	0.017	57.319	24	108
131_10.xls:23	0.029	41.87	16	109
131_10.xls:24	0.016	49.11	21	89
131_10.xls:25	0.005	108.797	71	133
131_10.xls:26	0.006	84.054	61	108
131_10.xls:27	0.006	78.942	47	113
131_10.xls:28	0.004	72.725	46	105
131_10.xls:29	0.005	77.175	59	99
131_10.xls:30	0.004	75.929	60	105
131_10.xls:31	0.007	77.706	48	101
131_10.xls:32	0.006	74.735	57	96
131_10.xls:33	0.005	99.429	78	124
131_10.xls:34	0.005	93.596	69	120
131_10.xls:35	0.019	61.697	41	109
131_10.xls:36	0.017	54.881	37	108
131_2.xls:1	0.024	89.952	67	127
131_2.xls:2	0.004	114.895	96	143
131_2.xls:3	0.016	91.079	61	136
131_2.xls:4	0.023	72.498	51	136
131_2.xls:5	0.02	104.118	77	144
131_2.xls:6	0.033	83.534	55	138
131_2.xls:7	0.022	86.615	62	141
131_2.xls:8	0.023	84.929	62	141
131_2.xls:9	0.015	103.937	89	126
131_2.xls:10	0.021	97.186	78	132
131_2.xls:11	0.025	96.503	78	146
131_2.xls:12	0.017	108.538	96	133
131_3.xls:1	0.017	87.667	74	113
131_3.xls:2	0.021	74.514	57	112
131_3.xls:3	0.014	69.844	44	103
131_3.xls:4	0.013	66.418	46	98
131_3.xls:5	0.02	58.276	39	89
131_3.xls:6	0.025	55.205	36	99
131_3.xls:7	0.013	58.596	42	100
131_3.xls:8	0.02	63.715	44	102
131_3.xls:9	0.024	80.308	63	119
131_3.xls:10	0.016	82.407	61	122
131_3.xls:11	0.012	81.39	63	114
131_3.xls:12	0.006	70.327	46	97
131_3.xls:13	0.052	51.218	27	106
131_3.xls:14	0.04	47.396	25	96
131_3.xls:15	0.012	61.664	41	106
131_3.xls:16	0.029	45.858	26	97
131_3.xls:17	0.025	77.748	52	126
131_3.xls:18	0.027	56.072	29	111
131_3.xls:19	0.016	69.54	51	114
131_3.xls:20	0.008	76.365	60	102
131_3.xls:21	0.009	72.88	53	103
131_3.xls:22	0.008	78.109	59	105
131_3.xls:23	0.008	78.109	59	105
131_3.xls:24	0.012	61.939	39	108
131_3.xls:25	0.013	87.912	70	127
131_3.xls:26	0.012	86.751	63	119
131_3.xls:27	0.008	89.735	66	119
131_3.xls:28	0.012	66.408	41	109
131_3.xls:29	0.007	81.471	58	114
131_3.xls:30	0.007	66.023	44	108
131_4.xls:1	0.013	103.575	82	137
131_4.xls:2	0.024	76.675	58	117
131_4.xls:3	0.007	91.321	70	137
131_4.xls:4	0.007	99.69	70	144
131_4.xls:5	0.005	113.938	94	139
131_4.xls:6	0.009	102.429	80	133
131_4.xls:7	0.005	109.283	82	134
131_4.xls:8	0.002	127.783	97	145
131_4.xls:9	0.016	99.245	76	134
131_4.xls:10	0.005	99.717	83	123
131_4.xls:11	0.009	97.946	70	146
131_4.xls:12	0.017	79.125	59	132
131_4.xls:13	0.003	110.529	87	132
131_4.xls:14	0.008	124.042	100	150
131_4.xls:15	0.006	91.014	69	135
131_4.xls:16	0.01	92.651	68	136
131_4.xls:17	0.008	108.098	95	133
131_4.xls:18	0.016	97.818	73	140
131_4.xls:19	0.011	103.338	73	145
131_4.xls:20	0.004	109.784	94	134
131_4.xls:21	0.005	115.567	97	146
131_4.xls:22	0.009	114.009	93	137
131_4.xls:23	0.004	120.346	99	142
131_4.xls:24	0.007	110.238	92	142
131_4.xls:25	0.049	70.851	45	122
131_4.xls:26	0.019	63.949	42	112
131_4.xls:27	0.034	78.91	31	136
131_4.xls:28	0.021	73.631	42	145
131_4.xls:29	0.015	89.568	42	138
131_4.xls:30	0.018	76.681	56	122
131_4.xls:31	0.006	111.841	74	138
131_4.xls:32	0.015	99.186	78	145
131_4.xls:33	0.017	97.156	69	134
131_4.xls:34	0.012	101.929	85	131
131_4.xls:35	0.029	71.067	44	117
131_4.xls:36	0.018	96.01	69	135
131_4.xls:37	0.011	111.667	90	136
131_4.xls:38	0.006	115.042	96	135
131_4.xls:39	0.009	103.529	84	131
131_4.xls:40	0.011	117.677	86	143
131_4.xls:41	0.018	102.203	77	133
131_4.xls:42	0.006	111.386	94	133
131_4.xls:43	0.014	75.669	51	118
131_4.xls:44	0.018	90.757	54	134
131_4.xls:45	0.033	67.867	33	129
131_4.xls:46	0.094	67.288	30	138
131_4.xls:47	0.023	90.831	67	138
131_4.xls:48	0.055	76.342	50	140
131_4.xls:49	0.005	109.228	96	133
131_4.xls:50	0.007	106.07	88	133
131_4.xls:51	0.013	65.529	36	133
131_4.xls:52	0.008	111.081	97	130
131_4.xls:53	0.013	96.407	75	129
131_4.xls:54	0.005	113.286	95	134
131_4.xls:55	0.04	75.076	40	134
131_4.xls:56	0.027	77.601	50	132
131_4.xls:57	0.039	81.964	51	128
131_4.xls:58	0.022	89.308	58	136
131_4.xls:59	0.035	70.954	35	122
131_4.xls:60	0.023	80.618	54	133
131_4.xls:61	0.036	70.529	37	124
131_4.xls:62	0.02	89.678	55	133
131_5.xls:1	0.017	99.142	74	138
131_5.xls:2	0.03	82.323	54	148
131_5.xls:3	0.011	89.338	67	118
131_5.xls:4	0.036	76.379	33	122
131_5.xls:5	0.014	96.328	73	127
131_5.xls:6	0.014	98.994	72	131
131_5.xls:7	0.016	98.147	67	140
131_5.xls:8	0.05	73.217	44	144
131_5.xls:9	0.019	77.382	45	127
131_5.xls:10	0.013	88.676	54	150
131_5.xls:11	0.031	78.018	40	148
131_5.xls:12	0.039	73.975	48	140
131_5.xls:13	0.018	85.937	53	134
131_5.xls:14	0.075	66.179	33	136
131_5.xls:15	0.024	78.333	44	143
131_5.xls:16	0.024	87.148	48	150
131_5.xls:17	0.031	80.55	54	133
131_5.xls:18	0.011	79.05	36	151
131_5.xls:19	0.004	100.093	60	152
131_5.xls:20	0.03	76.036	47	153
131_5.xls:21	0.024	70.386	42	148
131_5.xls:22	0.022	88.228	56	157
131_5.xls:23	0.066	71.075	29	150
131_5.xls:24	0.028	74.318	50	130
131_5.xls:25	0.022	82.963	52	129
131_5.xls:26	0.008	106.602	90	135
131_5.xls:27	0.011	103.165	75	140
131_5.xls:28	0.019	89.804	63	128
131_5.xls:29	0.031	93.937	56	149
131_5.xls:30	0.054	70.112	27	147
131_6.xls:1	0.034	88.059	57	138
131_6.xls:2	0.069	87.425	63	142
131_6.xls:3	0.023	106.38	91	124
131_6.xls:4	0.074	80.655	41	146
131_6.xls:5	0.026	105.549	86	134
131_6.xls:6	0.031	109.844	79	145
131_6.xls:7	0.006	128.886	119	147
131_6.xls:8	0.074	86.966	61	145
131_6.xls:9	0.027	98.416	78	131
131_6.xls:10	0.066	93.367	67	135
131_6.xls:11	0.013	110.639	96	129
131_6.xls:12	0.018	106.68	92	136
131_6.xls:13	0.023	104.843	86	126
131_6.xls:14	0.054	79.17	49	146
131_6.xls:15	0.062	101.415	58	154
131_6.xls:16	0.013	123.06	99	155
131_6.xls:17	0.054	75.09	47	121
131_6.xls:18	0.025	100.328	73	130
131_6.xls:19	0.025	99.784	84	128
131_6.xls:20	0.016	110.955	92	144
131_6.xls:21	0.05	88.474	48	149
131_6.xls:22	0.015	119.115	102	147
131_6.xls:23	0.019	108.239	81	144
131_6.xls:24	0.012	124.874	103	154
131_6.xls:25	0.016	108.319	89	138
131_6.xls:26	0.022	109.547	89	138
131_6.xls:27	0.038	77.857	55	125
131_6.xls:28	0.032	91.193	64	122
131_6.xls:29	0.025	101.491	70	145
131_6.xls:30	0.025	81.794	58	142
131_6.xls:31	0.037	76.337	51	149
131_6.xls:32	0.033	102.147	65	151
131_6.xls:33	0.034	77.986	56	113
131_6.xls:34	0.042	78.011	59	126
131_6.xls:35	0.028	74.548	58	105
131_6.xls:36	0.033	83.002	60	136
131_6.xls:37	0.027	78.241	49	129
131_6.xls:38	0.01	108.855	88	146
131_6.xls:39	0.009	95.078	63	145
131_6.xls:40	0.05	86.239	57	142
131_6.xls:41	0.072	67.148	41	123
131_6.xls:42	0.063	60.885	39	110
131_6.xls:43	0.057	55.269	32	106
131_6.xls:44	0.066	59.473	39	123
131_6.xls:45	0.011	96.945	73	137
131_7.xls:1	0.01	97.248	64	129
131_7.xls:2	0.013	87.152	54	120
131_7.xls:3	0.031	79.12	43	120
131_7.xls:4	0.013	91.358	61	126
131_7.xls:5	0.02	101.022	77	130
131_7.xls:6	0.011	102.28	78	129
131_7.xls:7	0.014	105.433	79	126
131_7.xls:8	0.037	78.563	44	121
131_7.xls:9	0.091	66.771	36	136
131_7.xls:10	0.044	81.769	42	138
131_7.xls:11	0.04	72.452	34	141
131_7.xls:12	0.055	76.618	43	131
131_7.xls:13	0.057	73.675	38	131
131_7.xls:14	0.074	83.16	50	134
131_7.xls:15	0.052	75.744	41	137
131_7.xls:16	0.079	70.893	43	131
131_7.xls:17	0.032	72.117	36	139
131_7.xls:18	0.046	66.069	34	136
131_7.xls:19	0.044	63.507	37	126
131_7.xls:20	0.018	89.008	53	145
131_7.xls:21	0.016	92.849	63	135
131_7.xls:22	0.033	83.313	53	138
131_7.xls:23	0.031	91.272	51	143
131_7.xls:24	0.035	69.981	38	127
131_7.xls:25	0.026	76.823	49	141
131_7.xls:26	0.063	62.435	28	143
131_7.xls:27	0.043	72.912	34	151
131_7.xls:28	0.032	90.357	60	149
131_8.xls:1	0.013	68.217	52	105
131_8.xls:2	0.012	61.637	49	92
131_8.xls:3	0.038	43.912	34	58
131_8.xls:4	0.033	47.11	24	98
131_8.xls:5	0.036	46.645	31	76
131_8.xls:6	0.039	47.141	29	93
131_8.xls:7	0.036	65.359	45	103
131_8.xls:8	0.011	78.381	67	108
131_8.xls:9	0.051	50.895	33	84
131_8.xls:10	0.051	47.197	26	107
131_8.xls:11	0.004	77.043	65	101
131_8.xls:12	0.043	48.947	34	98
131_8.xls:13	0.009	72.473	58	102
131_8.xls:14	0.005	78.965	64	101
131_8.xls:15	0.016	79.938	58	108
131_8.xls:16	0.007	87.688	74	119
131_8.xls:17	0.01	66.397	53	98
131_8.xls:18	0.008	79.037	56	104
131_8.xls:19	0.02	67.784	47	111
131_8.xls:20	0.012	71.88	55	101
131_8.xls:21	0.013	68.185	52	94
131_8.xls:22	0.028	62.381	46	102
131_8.xls:23	0.011	73.186	60	104
131_8.xls:24	0.012	89.901	76	112
131_8.xls:25	0.019	68.768	57	111
131_8.xls:26	0.011	72.557	53	115
131_8.xls:27	0.003	72.519	58	114
131_8.xls:28	0.013	70.2	53	112
131_8.xls:29	0.013	73.093	51	108
131_8.xls:30	0.01	72.875	63	91
131_8.xls:31	0.008	81.234	69	101
131_8.xls:32	0.009	84.776	68	107
131_8.xls:33	0.004	80.014	68	107
131_8.xls:34	0.004	80.383	72	100
131_9.xls:1	0.079	82.681	63	125
131_9.xls:2	0.078	69.368	45	115
131_9.xls:3	0.095	55.892	28	112
131_9.xls:4	0.055	51.948	34	101
131_9.xls:5	0.046	63.062	45	125
131_9.xls:6	0.036	66.818	40	106
131_9.xls:7	0.072	59.082	39	123
131_9.xls:8	0.048	62.946	41	121
131_9.xls:9	0.062	83.985	65	132
131_9.xls:10	0.038	69.22	51	116
131_9.xls:11	0.086	51.413	25	122
131_9.xls:12	0.084	56.564	28	112
131_9.xls:13	0.021	79.65	56	118
131_9.xls:14	0.028	66.618	41	112
131_9.xls:15	0.029	63.899	32	125
131_9.xls:16	0.07	53.849	28	131
131_9.xls:17	0.012	104.633	80	140
131_9.xls:18	0.027	65.713	40	124
131_9.xls:19	0.027	56.476	31	118
131_9.xls:20	0.066	43.483	27	118
131_9.xls:21	0.043	54.607	33	127
131_9.xls:22	0.032	56.523	23	120
131_9.xls:23	0.025	66.799	34	122
131_9.xls:24	0.018	82.852	53	134
131_9.xls:25	0.025	92.378	66	139
131_9.xls:26	0.019	65.091	43	133
131_9.xls:27	0.028	55.023	34	103
131_9.xls:28	0.055	56.055	36	121
131_9.xls:29	0.087	58.36	33	130
131_9.xls:30	0.067	73.193	40	125
131_9.xls:31	0.061	59.207	35	107
156+184_1.xls:1	0.038	71.961	46	121
156+184_1.xls:2	0.021	74.562	52	128
156+184_1.xls:3	0.031	86.31	42	143
156+184_1.xls:4	0.014	101.162	74	147
156+184_1.xls:5	0.04	67.046	37	142
156+184_1.xls:6	0.013	94.669	61	140
156+184_1.xls:7	0.013	94.669	61	140
156+184_10.xls:1	0.022	68.737	47	131
156+184_10.xls:2	0.022	76.89	56	114
156+184_10.xls:3	0.016	82.841	70	126
156+184_10.xls:4	0.008	91.418	78	113
156+184_10.xls:5	0.019	87.118	69	126
156+184_10.xls:6	0.014	91.569	79	116
156+184_10.xls:7	0.047	69.125	57	106
156+184_10.xls:8	0.018	88.53	71	118
156+184_10.xls:9	0.042	68.255	42	114
156+184_10.xls:10	0.02	80.507	63	117
156+184_10.xls:11	0.005	102.773	90	128
156+184_10.xls:12	0.02	90.258	73	119
156+184_10.xls:13	0.01	78.031	59	108
156+184_10.xls:14	0.006	101.568	85	123
156+184_10.xls:15	0.022	83.211	66	134
156+184_10.xls:16	0.011	94.405	75	126
156+184_10.xls:17	0.014	72.692	48	121
156+184_10.xls:18	0.014	78.59	59	125
156+184_10.xls:19	0.025	72.953	35	133
156+184_10.xls:20	0.012	84.676	29	144
156+184_10.xls:21	0.012	84.676	29	144
156+184_10.xls:22	0.013	83.614	60	143
156+184_10.xls:23	0.02	91.084	67	143
156+184_10.xls:24	0.025	80.33	58	139
156+184_10.xls:25	0.012	96.192	69	123
156+184_10.xls:26	0.011	85.263	65	120
156+184_10.xls:27	0.009	87.626	65	122
156+184_10.xls:28	0.004	94.398	78	127
156+184_10.xls:29	0.02	86.832	62	138
156+184_10.xls:30	0.009	101.968	77	133
156+184_10.xls:31	0.014	90.076	67	137
156+184_10.xls:32	0.008	105.853	83	134
156+184_10.xls:33	0.013	95.534	75	113
156+184_2.xls:1	0.015	74.131	49	106
156+184_2.xls:2	0.013	83.59	68	115
156+184_2.xls:3	0.011	77.85	65	106
156+184_2.xls:4	0.013	76.432	51	118
156+184_2.xls:5	0.022	62.848	30	121
156+184_2.xls:6	0.031	61.605	27	115
156+184_2.xls:7	0.012	80.863	59	136
156+184_2.xls:8	0.015	69.007	44	118
156+184_2.xls:9	0.016	85.786	68	117
156+184_2.xls:10	0.045	70.733	52	106
156+184_3.xls:1	0.039	78.249	55	117
156+184_3.xls:2	0.052	72.23	39	126
156+184_3.xls:3	0.046	77.505	45	135
156+184_3.xls:4	0.015	97.385	65	138
156+184_3.xls:5	0.01	102.428	61	141
156+184_3.xls:6	0.007	100.834	76	142
156+184_3.xls:7	0.039	81.383	53	138
156+184_3.xls:8	0.013	100.744	72	141
156+184_3.xls:9	0.01	97.152	83	116
156+184_3.xls:10	0.023	82.339	64	130
156+184_3.xls:11	0.01	100.089	77	135
156+184_3.xls:12	0.009	104.194	68	144
156+184_3.xls:13	0.016	92.97	66	132
156+184_3.xls:14	0.005	106.101	81	138
156+184_3.xls:15	0.007	108.35	76	148
156+184_3.xls:16	0.008	113.455	84	150
156+184_3.xls:17	0.022	108.316	94	125
156+184_3.xls:18	0.016	97.641	75	128
156+184_4.xls:1	0.031	69.348	44	131
156+184_4.xls:2	0.016	87.142	66	134
156+184_4.xls:3	0.034	69.229	42	126
156+184_4.xls:4	0.017	77.069	65	111
156+184_4.xls:5	0.022	70.634	43	108
156+184_4.xls:6	0.016	78.445	59	116
156+184_4.xls:7	0.054	55.893	35	110
156+184_4.xls:8	0.034	70.74	44	125
156+184_4.xls:9	0.019	92.411	76	118
156+184_4.xls:10	0.016	94.381	78	118
156+184_4.xls:11	0.027	67.327	35	125
156+184_4.xls:12	0.022	74.668	50	118
156+184_4.xls:13	0.012	87.882	51	123
156+184_4.xls:14	0.016	77.204	59	111
156+184_4.xls:15	0.019	84.136	63	116
156+184_4.xls:16	0.018	87.427	54	132
156+184_4.xls:17	0.008	106.005	79	146
156+184_4.xls:18	0.017	90.318	68	143
156+184_4.xls:19	0.022	71.83	50	110
156+184_4.xls:20	0.022	78.061	57	120
156+184_4.xls:21	0.028	64.848	46	120
156+184_4.xls:22	0.016	81.335	62	112
156+184_4.xls:23	0.021	88.255	65	122
156+184_4.xls:24	0.008	80.481	56	115
156+184_4.xls:25	0.018	90.885	66	146
156+184_4.xls:26	0.026	93.898	72	143
156+184_4.xls:27	0.003	81.713	66	99
156+184_4.xls:28	0.003	103.412	92	126
156+184_4.xls:29	0.031	75.162	55	120
156+184_4.xls:30	0.016	82.554	63	113
156+184_4.xls:31	0.022	78.986	63	110
156+184_4.xls:32	0.007	98.966	79	118
156+184_5.xls:1	0.002	121.278	106	134
156+184_5.xls:2	0.009	95.593	71	125
156+184_5.xls:3	0.013	87.591	69	126
156+184_5.xls:4	0.004	116.478	95	146
156+184_5.xls:5	0.009	91.233	71	125
156+184_5.xls:6	0.007	98.577	79	131
156+184_5.xls:7	0.005	107.012	90	136
156+184_5.xls:8	0.01	102.808	77	145
156+184_5.xls:9	0.011	98.087	71	139
156+184_5.xls:10	0.007	97.42	85	118
156+184_5.xls:11	0.006	103.274	89	129
156+184_5.xls:12	0.004	101.203	82	129
156+184_6.xls:1	0.007	100.136	73	127
156+184_6.xls:2	0.017	94.876	73	122
156+184_6.xls:3	0.009	97.188	81	127
156+184_6.xls:4	0.011	108.551	85	133
156+184_6.xls:5	0.01	106.894	85	129
156+184_6.xls:6	0.006	116.135	100	133
156+184_6.xls:7	0.008	108.987	93	132
156+184_6.xls:8	0.007	110.306	96	123
156+184_6.xls:9	0.003	113.383	99	136
156+184_6.xls:10	0.005	115.567	99	132
156+184_7.xls:1	0.018	99.137	83	136
156+184_7.xls:2	0.005	119.189	104	139
156+184_7.xls:3	0.021	98.431	68	142
156+184_7.xls:4	0.018	101.965	70	138
156+184_7.xls:5	0.016	95.923	65	139
156+184_7.xls:6	0.02	86.545	22	154
156+184_7.xls:7	0.021	100.602	72	146
156+184_7.xls:8	0.005	123.668	111	148
156+184_7.xls:9	0.009	121.93	109	139
156+184_8.xls:1	0.019	107.289	93	137
156+184_8.xls:2	0.007	116.289	94	142
156+184_8.xls:3	0.009	93.423	75	124
156+184_8.xls:4	0.005	97.871	86	127
156+184_8.xls:5	0.007	101.177	86	124
156+184_8.xls:6	0.008	92.417	75	123
156+184_8.xls:7	0.006	105.618	88	133
156+184_8.xls:8	0.011	86.086	63	133
156+184_9.xls:1	0.027	74.795	62	99
156+184_9.xls:2	0.017	74.227	56	115
156+184_9.xls:3	0.022	76.083	50	133
156+184_9.xls:4	0.016	88.789	67	134
156+184_9.xls:5	0.01	96.887	80	132
156+184_9.xls:6	0.008	99.089	88	119
156+184_9.xls:7	0.031	79.908	56	133
156+184_9.xls:8	0.007	100.065	79	126
156+184_9.xls:9	0.006	96.209	87	115
156+184_9.xls:10	0.01	91.161	69	117
156+184_9.xls:11	0.03	72.751	50	121
156+184_9.xls:12	0.012	95.29	73	126
156+184_9.xls:13	0.011	94.08	74	130
156+184_9.xls:14	0.025	83.31	59	138
156+184_9.xls:15	0.01	97.188	71	139
156+184_9.xls:16	0.035	81.753	54	138
156+184_9.xls:17	0.005	89.746	76	106
156+184_9.xls:18	0.062	54.43	33	106
156+184_9.xls:19	0.014	74.62	58	107
156+184_9.xls:20	0.014	85.282	71	118
156+184_9.xls:21	0.008	78.768	55	126
156+184_9.xls:22	0.012	75.632	52	135
156+184_9.xls:23	0.006	96.617	80	121
156+200_1.xls:1	0.014	79.353	53	121
156+200_1.xls:2	0.017	65.597	44	113
156+200_1.xls:3	0.012	71.801	53	113
156+200_1.xls:4	0.012	70.626	47	117
156+200_1.xls:5	0.018	72.688	49	120
156+200_1.xls:6	0.021	71.827	40	117
156+200_1.xls:7	0.02	71.253	50	111
156+200_1.xls:8	0.036	68.674	41	116
156+200_1.xls:9	0.029	65.492	31	123
156+200_1.xls:10	0.032	72.854	41	117
156+200_1.xls:11	0.025	57.923	22	109
156+200_10.xls:1	0.008	72.389	54	110
156+200_10.xls:2	0.013	79.781	62	118
156+200_10.xls:3	0.01	74.069	58	100
156+200_10.xls:4	0.004	93.885	75	112
156+200_10.xls:5	0.011	78.611	61	113
156+200_10.xls:6	0.009	83.428	70	109
156+200_10.xls:7	0.004	93.007	80	106
156+200_10.xls:8	0.022	65.349	50	96
156+200_10.xls:9	0.015	80.847	67	113
156+200_10.xls:10	0.022	69.501	44	113
156+200_10.xls:11	0.021	82.007	62	135
156+200_2.xls:1	0.012	91.819	74	119
156+200_2.xls:2	0.008	96.716	83	115
156+200_2.xls:3	0.009	93.932	78	119
156+200_2.xls:4	0.037	73.915	53	117
156+200_2.xls:5	0.032	80.63	65	109
156+200_2.xls:6	0.01	83.2	66	106
156+200_2.xls:7	0.008	102.295	90	118
156+200_2.xls:8	0.009	94.833	80	110
156+200_2.xls:9	0.017	83.945	58	123
156+200_2.xls:10	0.006	106.157	92	122
156+200_2.xls:11	0.009	100.448	79	119
156+200_2.xls:12	0.024	75.341	47	118
156+200_2.xls:13	0.011	92.122	64	120
156+200_2.xls:14	0.018	89.675	56	130
156+200_2.xls:15	0.008	86.276	65	115
